order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
118,7825,2024-04-18,192,6,42.10,252.60,Completed,2024-04-19
119,5721,2022-06-03,31,5,321.17,1605.85,Cancelled,
120,8900,2022-01-30,457,4,482.67,1930.68,Completed,2022-02-02
121,1353,2024-10-22,286,2,487.00,974.00,Completed,2024-10-28
122,7769,2025-08-06,139,5,454.13,2270.65,Completed,2025-08-09
123,1010,2024-01-17,253,7,71.96,503.72,Completed,2024-01-22
124,7967,2023-06-16,351,10,28.37,283.70,Completed,2023-06-21
125,1402,2025-11-01,222,4,8.99,35.96,Completed,2025-11-08
126,817,2022-11-28,305,8,65.37,522.96,Completed,2022-12-02
127,5317,2024-12-10,212,8,153.54,1228.32,Pending,
128,7719,2022-08-10,153,7,376.33,2634.31,Pending,
129,4576,2026-08-06,50,4,100.40,401.60,Completed,2026-08-06
130,2185,2025-09-28,426,4,317.16,1268.64,Completed,2025-09-30
131,1639,2022-11-08,76,7,117.39,821.73,Completed,2022-11-11
132,2354,2023-05-07,448,10,53.65,536.50,Cancelled,
133,7853,2023-10-30,35,8,499.01,3992.08,Pending,
134,3093,2026-03-15,151,7,72.76,509.32,Cancelled,
135,2108,2025-01-28,482,10,64.24,642.40,Completed,2025-02-04
136,6897,2025-05-19,395,10,65.25,652.50,Completed,2025-05-24
137,1676,2022-02-06,17,8,86.43,691.44,Completed,2022-02-09
138,8345,2025-05-04,281,7,206.84,1447.88,Completed,2025-05-07
139,7579,2023-03-10,404,10,304.52,3045.20,Completed,2023-03-16
140,3740,2023-09-10,295,6,217.15,1302.90,Completed,2023-09-17
141,2100,2022-10-02,441,6,472.27,2833.62,Cancelled,
142,7209,2025-06-11,107,6,207.81,1246.86,Completed,2025-06-18
143,3980,2022-01-12,368,3,397.53,1192.59,Completed,2022-01-18
144,3180,2025-02-13,447,7,410.77,2875.39,Completed,2025-02-20
145,3148,2025-10-31,117,2,88.50,177.00,Completed,2025-11-04
146,7199,2025-06-01,15,6,218.49,1310.94,Completed,2025-06-05
147,6495,2023-09-25,221,2,143.91,287.82,Completed,2023-09-29
148,5122,2025-03-17,462,9,247.62,2228.58,Completed,2025-03-21
149,1598,2023-09-01,431,1,223.60,223.60,Cancelled,
150,4649,2025-08-15,471,6,476.19,2857.14,Completed,2025-08-16
151,1858,2025-09-11,311,5,395.86,1979.30,Completed,2025-09-12
152,4703,2025-08-13,484,8,242.33,1938.64,Completed,2025-08-20
153,4620,2026-06-02,481,3,177.15,531.45,Completed,2026-06-04
154,1714,2026-03-08,137,8,189.52,1516.16,Completed,2026-03-13
155,3235,2025-05-12,20,5,400.54,2002.70,Completed,2025-05-17
156,3307,2023-11-02,74,4,432.03,1728.12,Completed,2023-11-06
157,4310,2024-07-02,254,7,211.24,1478.68,Completed,2024-07-07
158,8691,2024-02-27,87,1,263.62,263.62,Pending,
159,2999,2022-08-22,305,4,65.37,261.48,Completed,2022-08-23
160,4559,2023-06-02,306,10,419.64,4196.40,Completed,2023-06-06
161,5222,2025-08-05,462,5,247.62,1238.10,Cancelled,
162,5717,2024-03-13,343,9,470.12,4231.08,Completed,2024-03-13
163,818,2024-12-08,332,9,271.69,2445.21,Completed,2024-12-09
164,3272,2025-02-03,297,8,497.31,3978.48,Completed,2025-02-08
165,3643,2022-02-13,1,9,128.55,1156.95,Completed,2022-02-14
166,2655,2023-09-27,433,3,402.45,1207.35,Pending,
167,2401,2023-02-14,252,7,285.13,1995.91,Completed,2023-02-18
168,5883,2023-11-24,173,4,66.31,265.24,Completed,2023-11-26
169,6916,2025-06-07,252,4,285.13,1140.52,Completed,2025-06-08
170,5858,2022-09-23,362,3,206.53,619.59,Completed,2022-09-25
171,4320,2026-08-21,432,8,448.17,3585.36,Completed,2026-08-24
172,3430,2025-05-12,140,9,473.52,4261.68,Completed,2025-05-13
173,7008,2023-11-17,406,5,281.21,1406.05,Completed,2023-11-21
174,5837,2024-11-17,322,1,59.96,59.96,Completed,2024-11-18
175,2652,2024-07-19,208,5,97.80,489.00,Completed,2024-07-19
176,9055,2024-11-13,286,2,487.00,974.00,Completed,2024-11-19
177,8472,2022-07-29,423,10,261.90,2619.00,Completed,2022-07-29
178,8640,2025-08-02,396,10,223.19,2231.90,Cancelled,
179,9862,2026-06-03,412,8,136.18,1089.44,Completed,2026-06-05
180,3873,2022-03-29,418,4,302.50,1210.00,Pending,
181,7708,2022-05-19,376,5,228.89,1144.45,Completed,2022-05-22
182,5370,2024-05-24,64,5,271.93,1359.65,Cancelled,
183,9967,2024-05-12,362,9,206.53,1858.77,Cancelled,
184,6110,2023-11-12,354,1,469.69,469.69,Cancelled,
185,3952,2022-04-28,287,5,187.51,937.55,Completed,2022-05-04
186,4380,2024-10-25,39,1,42.61,42.61,Completed,2024-10-29
187,8529,2024-06-19,431,5,223.60,1118.00,Completed,2024-06-20
188,7584,2025-06-03,419,3,129.90,389.70,Completed,2025-06-06
189,687,2022-05-10,153,7,376.33,2634.31,Cancelled,
190,9207,2025-09-02,103,10,436.85,4368.50,Completed,2025-09-02
191,1447,2025-11-28,364,7,422.14,2954.98,Completed,2025-12-02
192,7714,2023-06-03,27,8,151.46,1211.68,Completed,2023-06-04
193,3934,2026-04-15,131,3,477.44,1432.32,Completed,2026-04-16
194,7326,2026-07-24,418,7,302.50,2117.50,Cancelled,
195,2377,2023-06-30,498,5,404.62,2023.10,Completed,2023-06-30
196,540,2022-02-15,343,7,470.12,3290.84,Cancelled,
197,4271,2025-08-19,14,10,59.61,596.10,Completed,2025-08-25
198,7905,2023-01-16,177,2,212.52,425.04,Cancelled,
199,7603,2023-05-23,299,10,132.60,1326.00,Completed,2023-05-25
200,8417,2022-09-15,422,5,229.79,1148.95,Completed,2022-09-15
201,3403,2025-06-10,302,9,416.44,3747.96,Cancelled,
202,8171,2023-08-08,489,10,218.82,2188.20,Pending,
203,8120,2024-10-21,76,9,117.39,1056.51,Completed,2024-10-23
204,794,2023-10-25,160,9,180.17,1621.53,Completed,2023-10-29
205,8771,2026-04-30,299,4,132.60,530.40,Completed,2026-05-01
206,2536,2023-07-19,350,6,496.46,2978.76,Completed,2023-07-26
207,389,2023-02-02,94,2,455.87,911.74,Completed,2023-02-09
208,1787,2024-03-10,232,4,406.22,1624.88,Completed,2024-03-10
209,6380,2024-04-13,334,3,442.97,1328.91,Cancelled,
210,6021,2024-06-12,394,8,329.53,2636.24,Completed,2024-06-15
211,6438,2025-04-22,138,4,493.75,1975.00,Completed,2025-04-28
212,1619,2024-11-17,112,5,248.01,1240.05,Completed,2024-11-23
213,3759,2023-09-30,194,7,53.98,377.86,Completed,2023-09-30
214,5865,2026-01-19,359,4,371.69,1486.76,Completed,2026-01-26
215,1294,2024-04-19,429,8,178.19,1425.52,Completed,2024-04-19
216,988,2023-05-26,227,8,331.89,2655.12,Completed,2023-06-02
217,2619,2025-07-18,213,3,340.15,1020.45,Completed,2025-07-20
218,6788,2022-11-26,415,4,485.96,1943.84,Completed,2022-12-01
219,4156,2024-08-15,460,8,157.69,1261.52,Completed,2024-08-17
220,5178,2022-10-22,31,5,321.17,1605.85,Completed,2022-10-27
221,2843,2022-05-06,4,9,245.53,2209.77,Completed,2022-05-07
222,1501,2025-08-07,149,5,483.69,2418.45,Pending,
223,3048,2025-09-22,47,7,54.08,378.56,Completed,2025-09-25
224,4000,2025-12-08,444,2,263.37,526.74,Completed,2025-12-11
225,7203,2026-02-16,34,6,268.68,1612.08,Completed,2026-02-22
226,5296,2022-09-11,50,8,100.40,803.20,Completed,2022-09-15
227,5278,2026-07-18,499,7,58.15,407.05,Pending,
228,8918,2025-09-02,376,6,228.89,1373.34,Completed,2025-09-05
229,3543,2026-02-08,103,10,436.85,4368.50,Completed,2026-02-15
230,8524,2022-01-14,414,2,370.95,741.90,Completed,2022-01-15
231,3131,2026-03-18,245,6,470.14,2820.84,Completed,2026-03-20
232,88,2023-09-29,142,4,74.15,296.60,Completed,2023-10-06
233,614,2023-03-08,234,5,348.01,1740.05,Completed,2023-03-14
234,5136,2024-04-14,74,8,432.03,3456.24,Completed,2024-04-21
235,1381,2025-02-19,179,8,484.84,3878.72,Completed,2025-02-23
236,8243,2022-12-17,447,3,410.77,1232.31,Pending,
237,9373,2024-09-08,117,1,88.50,88.50,Completed,2024-09-10
238,7012,2025-04-26,96,4,423.11,1692.44,Completed,2025-05-01
239,2333,2025-02-23,112,5,248.01,1240.05,Completed,2025-02-28
240,3550,2023-10-01,399,5,46.40,232.00,Completed,2023-10-04
241,4273,2023-05-29,225,6,348.57,2091.42,Completed,2023-06-02
242,8466,2025-10-07,288,9,314.70,2832.30,Completed,2025-10-07
243,9741,2025-03-03,31,1,321.17,321.17,Completed,2025-03-05
244,407,2023-03-03,173,10,66.31,663.10,Completed,2023-03-08
245,7368,2023-06-26,431,9,223.60,2012.40,Completed,2023-07-01
246,7431,2023-04-07,277,3,274.86,824.58,Completed,2023-04-12
247,4718,2024-02-13,408,3,312.22,936.66,Completed,2024-02-17
248,5975,2026-03-07,479,6,316.18,1897.08,Completed,2026-03-07
249,1355,2024-08-18,317,2,233.07,466.14,Pending,
250,4637,2022-05-20,250,6,386.93,2321.58,Completed,2022-05-24
251,9110,2026-04-13,64,10,271.93,2719.30,Completed,2026-04-16
252,3565,2022-10-03,168,10,187.13,1871.30,Completed,2022-10-10
253,5721,2026-07-06,5,8,154.45,1235.60,Completed,2026-07-08
254,8457,2026-01-30,343,7,470.12,3290.84,Completed,2026-02-04
255,6813,2023-03-15,166,5,142.91,714.55,Completed,2023-03-16
256,943,2025-07-01,229,5,211.61,1058.05,Completed,2025-07-08
257,4355,2024-11-04,349,8,411.29,3290.32,Completed,2024-11-11
258,4529,2023-03-28,83,7,201.24,1408.68,Completed,2023-04-02
259,4717,2026-07-27,486,8,157.22,1257.76,Completed,2026-07-29
260,3014,2026-05-05,207,5,375.42,1877.10,Completed,2026-05-09
261,6297,2024-04-13,247,10,357.73,3577.30,Completed,2024-04-19
262,2176,2022-06-09,411,1,319.78,319.78,Completed,2022-06-16
263,6529,2022-02-17,94,9,455.87,4102.83,Completed,2022-02-18
264,5597,2023-05-16,70,10,257.07,2570.70,Completed,2023-05-23
265,403,2024-07-06,69,7,254.97,1784.79,Completed,2024-07-06
266,5162,2024-03-09,158,9,377.45,3397.05,Completed,2024-03-11
267,811,2025-09-25,228,10,233.32,2333.20,Completed,2025-10-02
268,1561,2024-03-12,184,6,378.69,2272.14,Completed,2024-03-16
269,5789,2026-05-18,323,2,161.09,322.18,Completed,2026-05-18
270,2694,2024-03-05,434,8,427.85,3422.80,Completed,2024-03-10
271,9061,2024-03-01,473,8,206.11,1648.88,Cancelled,
272,5293,2025-07-17,148,6,7.83,46.98,Completed,2025-07-24
273,5673,2024-03-17,320,8,291.36,2330.88,Completed,2024-03-17
274,6836,2022-09-29,404,5,304.52,1522.60,Completed,2022-10-05
275,3608,2026-06-27,194,5,53.98,269.90,Pending,
276,8801,2023-04-27,471,10,476.19,4761.90,Completed,2023-05-03
277,9984,2023-01-30,464,10,17.25,172.50,Completed,2023-02-04
278,2760,2024-04-29,265,10,84.05,840.50,Completed,2024-04-30
279,6840,2024-04-11,100,3,46.80,140.40,Completed,2024-04-17
280,4669,2026-04-14,287,8,187.51,1500.08,Completed,2026-04-18
281,2868,2024-01-13,167,2,252.64,505.28,Completed,2024-01-18
282,7018,2022-10-30,166,6,142.91,857.46,Completed,2022-11-01
283,7312,2024-03-28,73,8,419.34,3354.72,Pending,
284,6025,2026-08-08,213,1,340.15,340.15,Completed,2026-08-14
285,,2023-06-06,476,2,453.40,906.80,Completed,2023-06-11
286,8411,2026-01-04,385,3,480.93,1442.79,Completed,2026-01-11
287,8539,2025-01-11,365,8,220.07,1760.56,Completed,2025-01-17
288,8508,2023-07-20,395,6,65.25,391.50,Completed,2023-07-25
289,1096,2022-05-22,464,6,17.25,103.50,Pending,
290,5717,2025-09-16,60,10,145.93,1459.30,Completed,2025-09-22
291,3889,2025-11-08,324,1,11.24,11.24,Cancelled,
292,2736,2024-05-21,352,5,37.75,188.75,Completed,2024-05-23
293,2051,2023-11-01,105,10,427.06,4270.60,Completed,2023-11-04
294,2379,2025-05-16,150,3,152.77,458.31,Completed,2025-05-17
295,2559,2022-06-30,317,8,233.07,1864.56,Completed,2022-07-05
296,2622,2023-07-11,329,3,218.58,655.74,Completed,2023-07-11
297,5874,2022-05-18,424,2,424.00,848.00,Completed,2022-05-18
298,1838,2024-10-02,158,2,377.45,754.90,Completed,2024-10-08
299,7558,2023-03-03,139,1,454.13,454.13,Completed,2023-03-03
300,9070,2023-07-17,354,2,469.69,939.38,Completed,2023-07-21
301,643,2025-06-21,342,3,461.71,1385.13,Completed,2025-06-23
302,8400,2024-02-28,199,2,377.12,754.24,Completed,2024-02-28
303,961,2025-07-27,323,9,161.09,1449.81,Completed,2025-07-31
304,5314,2024-02-02,153,3,376.33,1128.99,Completed,2024-02-08
305,4371,2025-01-30,116,7,46.39,324.73,Completed,2025-02-04
306,4534,2022-02-25,62,7,92.46,647.22,Pending,
307,1155,2025-01-18,326,4,155.23,620.92,Completed,2025-01-21
308,3377,2026-01-29,127,2,257.30,514.60,Completed,2026-02-03
309,4656,2025-10-17,418,8,302.50,2420.00,Completed,2025-10-22
310,8793,2025-05-20,463,10,486.55,4865.50,Pending,
311,1264,2024-02-18,58,10,454.13,4541.30,Pending,
312,3095,2022-09-23,418,10,302.50,3025.00,Completed,2022-09-30
313,3191,2022-10-21,177,6,212.52,1275.12,Completed,2022-10-25
314,2085,2022-05-28,2,2,56.23,112.46,Completed,2022-05-30
315,4938,2025-02-25,383,7,379.50,2656.50,Completed,2025-02-25
316,9485,2024-09-07,36,1,316.43,316.43,Pending,
317,9108,2022-08-20,48,4,86.56,346.24,Completed,2022-08-22
318,8270,2024-11-06,433,10,402.45,4024.50,Completed,2024-11-09
319,9467,2023-06-02,74,8,432.03,3456.24,Completed,2023-06-04
320,6608,2023-03-27,480,8,147.20,1177.60,Completed,2023-04-02
321,7638,2025-03-31,473,2,206.11,412.22,Completed,2025-03-31
322,8439,2025-10-31,174,10,180.66,1806.60,Completed,2025-11-02
323,9018,2022-06-16,214,8,38.67,309.36,Completed,2022-06-21
324,1634,2024-12-07,83,4,201.24,804.96,Completed,2024-12-14
325,3539,2024-09-06,150,5,152.77,763.85,Cancelled,
326,4256,2024-09-21,499,6,58.15,348.90,Completed,2024-09-23
327,6522,2025-06-27,468,6,456.08,2736.48,Completed,2025-06-28
328,2385,2023-02-23,127,7,257.30,1801.10,Cancelled,
329,1859,2026-08-21,339,8,445.22,3561.76,Completed,2026-08-27
330,1966,2025-11-17,329,2,218.58,437.16,Completed,2025-11-23
331,4066,2023-04-15,35,6,499.01,2994.06,Pending,
332,7069,2024-10-15,33,1,294.47,294.47,Pending,
333,7299,2026-07-22,330,2,214.16,428.32,Completed,2026-07-22
334,817,2024-12-17,420,7,131.43,920.01,Pending,
335,6474,2024-06-22,460,6,157.69,946.14,Pending,
336,4652,2025-05-20,442,6,76.36,458.16,Cancelled,
337,8327,2022-07-10,422,4,229.79,919.16,Completed,2022-07-17
338,7429,2025-06-28,34,2,268.68,537.36,Completed,2025-07-05
339,3231,2024-12-12,92,6,173.47,1040.82,Completed,2024-12-17
340,7476,2025-02-15,2,9,56.23,506.07,Completed,2025-02-18
341,8172,2025-07-19,283,5,104.13,520.65,Completed,2025-07-24
342,4811,2022-04-24,84,8,202.52,1620.16,Completed,2022-05-01
343,7990,2022-08-19,251,1,85.34,85.34,Completed,2022-08-23
344,1212,2024-05-18,499,7,58.15,407.05,Pending,
345,7424,2024-01-26,409,3,18.36,55.08,Completed,2024-01-27
346,6318,2023-03-18,220,2,220.63,441.26,Completed,2023-03-19
347,2307,2022-11-15,154,2,287.21,574.42,Completed,2022-11-16
348,3738,2022-10-10,163,7,495.47,3468.29,Completed,2022-10-13
349,4516,2023-12-27,20,8,400.54,3204.32,Completed,2024-01-02
350,2743,2024-12-15,369,10,332.53,3325.30,Completed,2024-12-19
351,8189,2024-12-26,426,6,317.16,1902.96,Completed,2024-12-28
352,611,2023-03-18,206,7,342.84,2399.88,Completed,2023-03-19
353,3714,2026-07-09,83,4,201.24,804.96,Completed,2026-07-14
354,2490,2025-12-06,311,1,395.86,395.86,Pending,
355,1979,2025-04-07,268,4,164.68,658.72,Completed,2025-04-11
356,2710,2023-12-25,136,2,32.02,64.04,Completed,2023-12-26
357,954,2023-12-17,435,6,490.81,2944.86,Completed,2023-12-24
358,9731,2022-07-19,69,7,254.97,1784.79,Completed,2022-07-19
359,3387,2024-12-14,166,6,142.91,857.46,Completed,2024-12-21
360,539,2022-03-02,27,3,151.46,454.38,Completed,2022-03-04
361,7033,2026-06-07,156,6,94.93,569.58,Completed,2026-06-14
362,4727,2022-10-02,151,10,72.76,727.60,Completed,2022-10-07
363,8457,2023-02-06,411,6,319.78,1918.68,Completed,2023-02-10
364,1947,2022-02-10,140,1,473.52,473.52,Completed,2022-02-14
365,5625,2023-02-23,432,7,448.17,3137.19,Completed,2023-02-23
366,3238,2024-06-28,74,4,432.03,1728.12,Completed,2024-06-29
367,1335,2024-04-05,239,5,28.62,143.10,Completed,2024-04-10
368,3468,2022-04-20,58,5,454.13,2270.65,Completed,2022-04-27
369,4668,2025-03-06,350,7,496.46,3475.22,Completed,2025-03-13
370,3509,2024-05-30,122,9,82.97,746.73,Completed,2024-06-03
371,3945,2024-06-28,410,10,321.71,3217.10,Completed,2024-07-05
372,8702,2023-12-29,376,5,228.89,1144.45,Pending,
373,1853,2022-03-09,43,7,274.67,1922.69,Completed,2022-03-09
374,3986,2023-01-05,167,3,252.64,757.92,Pending,
375,2664,2026-06-12,63,7,159.29,1115.03,Completed,2026-06-19
376,5498,2024-02-23,171,10,327.84,3278.40,Completed,2024-02-27
377,3239,2022-01-25,34,7,268.68,1880.76,Completed,2022-01-27
378,8918,2025-01-31,404,3,304.52,913.56,Completed,2025-02-01
379,9394,2024-07-10,278,7,47.70,333.90,Completed,2024-07-16
380,5454,2024-05-28,84,8,202.52,1620.16,Completed,2024-06-01
381,9894,2026-03-14,467,5,153.48,767.40,Pending,
382,9877,2023-02-04,10,4,494.70,1978.80,Pending,
383,4004,2022-12-11,364,8,422.14,3377.12,Cancelled,
384,7470,2024-06-11,310,6,65.52,393.12,Completed,2024-06-14
385,2566,2024-12-06,164,1,122.68,122.68,Cancelled,
386,5425,2025-08-29,482,6,64.24,385.44,Completed,2025-09-05
387,3625,2023-11-04,19,1,346.09,346.09,Pending,
388,9980,2025-07-01,399,10,46.40,464.00,Completed,2025-07-03
389,9999,2022-01-20,183,8,449.29,3594.32,Completed,2022-01-22
390,7183,2024-07-16,367,6,324.51,1947.06,Pending,
391,5060,2022-05-15,366,7,298.35,2088.45,Completed,2022-05-15
392,3727,2025-01-27,136,1,32.02,32.02,Pending,
393,8243,2023-03-24,433,6,402.45,2414.70,Completed,2023-03-31
394,5935,2024-04-21,487,1,215.58,215.58,Completed,2024-04-26
395,6112,2024-04-18,133,2,323.71,647.42,Cancelled,
396,9551,2024-06-06,329,7,218.58,1530.06,Completed,2024-06-12
397,8946,2026-01-13,84,6,202.52,1215.12,Completed,2026-01-16
398,6632,2023-07-12,424,3,424.00,1272.00,Completed,2023-07-15
399,645,2026-01-27,304,1,107.13,107.13,Cancelled,
400,2416,2025-05-15,53,2,472.87,945.74,Completed,2025-05-16
401,1018,2024-05-21,117,2,88.50,177.00,Completed,2024-05-27
402,2097,2024-07-11,337,3,286.02,858.06,Completed,2024-07-12
403,9061,2025-02-03,497,2,259.12,518.24,Completed,2025-02-09
